Sheet,Row,Column,Cell,RawValue,Formula,CellType,Editable,Hidden,MergedRegion,Label,Purpose,DomainField,UISection,OutputTarget,Notes
Project_Report,105,B,B105,"Has the proposed process ever been tried in the  ","",s,true,false,B105:F105,"","","","","",""
Project_Report,106,B,B106,"country or newly adopted?                                     :","",s,true,false,B106:F106,"","","","","",""
Project_Report,112,A,A112,"9.5","",n,true,false,,"","","","","",""
Project_Report,112,B,B112,"Technical Arrangements                        :","",s,true,false,B112:E112,"","","","","",""
Project_Report,122,A,A122,"9.6","",n,true,false,,"","","","","",""
Project_Report,122,B,B122,"Describe arrangement for Key Official ","",s,true,false,B122:E122,"","","","","",""
Project_Report,123,B,B123,"for managing the proposed unit             :","",s,true,false,B123:E123,"","","","","",""
Project_Report,124,B,B124,"Technical Manpower","",s,true,false,B124:E124,"","","","","",""
Project_Report,126,B,B126,"Administrative Manpower","",s,true,false,B126:E126,"","","","","",""
Project_Report,128,B,B128,"Accounting personnel","",s,true,false,B128:E128,"","","","","",""
Project_Report,132,A,A132,"9.7","",n,true,false,,"","","","","",""
Project_Report,132,B,B132,"Particulars of Land                              ","",s,true,false,B132:E132,"","","","","",""
Project_Report,132,F,F132,"Existing","",s,true,false,F132:H132,"","","","","",""
Project_Report,132,I,I132,"Proposed","",s,true,false,I132:K132,"","","","","",""
Project_Report,133,B,B133,"Location of the Land                            :","",s,true,false,B133:E133,"","","","","",""
Project_Report,134,B,B134,"Area of Land                                         :","",s,true,false,B134:E134,"","","","","",""
Project_Report,135,B,B135,"Status of the Land                                :","",s,true,false,B135:E135,"","","","","",""
Project_Report,136,B,B136,"Nature of Land                                      :","",s,true,false,B136:E136,"","","","","",""
Project_Report,137,B,B137,"Availability of Water                             :","",s,true,false,B137:E137,"","","","","",""
Project_Report,140,A,A140,"9.8","",n,true,false,,"","","","","",""
Project_Report,140,B,B140,"Particulars of Building                                     ","",s,true,false,B140:E140,"","","","","",""
Project_Report,140,F,F140,"Existing","",s,true,false,F140:H140,"","","","","",""
Project_Report,140,I,I140,"Proposed","",s,true,false,I140:K140,"","","","","",""
Project_Report,141,B,B141,"(Enclose the plan & Estimation for the proposed Building)","",s,true,false,B141:E141,"","","","","",""
Project_Report,141,F,F141,"Area ","",s,true,false,,"","","","","",""
Project_Report,141,G,G141,"Value in Rs.","",s,true,false,,"","","","","",""
Project_Report,141,H,H141,"Status","",s,true,false,,"","","","","",""
Project_Report,141,I,I141,"Area ","",s,true,false,,"","","","","",""
Project_Report,141,J,J141,"Value","",s,true,false,,"","","","","",""
Project_Report,141,K,K141,"Status","",s,true,false,,"","","","","",""
Project_Report,142,B,B142,"Factory Building                                   :","",s,true,false,B142:E142,"","","","","",""
Project_Report,144,B,B144,"Ancillary Building                                  :","",s,true,false,B144:E144,"","","","","",""
Project_Report,146,B,B146,"Storage                                                 :","",s,true,false,B146:E146,"","","","","",""
Project_Report,148,B,B148,"Total                                                       :","",s,true,false,B148:E148,"","","","","",""
Project_Report,148,G,G148,"0.00","G142+G144+G146",n,false,false,,"","","","","",""
Project_Report,148,J,J148,"0.00","J142+J144+J146",n,false,false,,"","","","","",""
Project_Report,151,A,A151,"9.9","",n,true,false,,"","","","","",""
Project_Report,151,B,B151,"Plant and Machinery                            ","",s,true,false,B151:E151,"","","","","",""
Project_Report,151,F,F151,"Existing (Value in Rs.)","",s,true,false,F151:H151,"","","","","",""
Project_Report,151,I,I151,"Proposed (Value in Rs.)","",s,true,false,I151:K151,"","","","","",""
Project_Report,152,B,B152,"Indigenous","",s,true,false,B152:E152,"","","","","",""
Project_Report,152,I,I152,"0.00","DPR_print!H108",n,false,false,I152:K152,"","","","","",""
Project_Report,154,B,B154,"Imported","",s,true,false,B154:E154,"","","","","",""
Project_Report,156,B,B156,"(Enclose the plan layout of the existing plant and machinery )","",s,true,false,B156:K156,"","","","","",""
Project_Report,159,A,A159,"9.10","",n,true,false,,"","","","","",""
Project_Report,159,B,B159,"Rawmaterials / Components","",s,true,false,B159:E159,"","","","","",""
Project_Report,160,B,B160,"Req. of Raw material/Components/Chemicals","",s,true,false,B160:E160,"","","","","",""
Project_Report,160,F,F160,"Qty. in Nos./Kgs./Ton","",s,true,false,F160:G160,"","","","","",""
Project_Report,160,H,H160,"Rate/Nos./Kgs/Tons","",s,true,false,H160:I160,"","","","","",""
Project_Report,160,J,J160,"Value in Rs.","",s,true,false,J160:K160,"","","","","",""
Project_Report,163,L,L163," ","",s,true,false,,"","","","","",""
Project_Report,167,B,B167,"Total","",s,true,false,B167:E167,"","","","","",""
Project_Report,167,J,J167,"0.00","SUM(J161:J166)",n,false,false,J167:K167,"","","","","",""
Project_Report,170,A,A170,"9.11","",n,true,false,,"","","","","",""
Project_Report,170,B,B170,"Utilities  (Furnish details on requirement, availability, adequacy, qualitative aspects etc..)   ","",s,true,false,B170:I170,"","","","","",""
Project_Report,171,B,B171,"Particulars of Utilities","",s,true,false,B171:E171,"","","","","",""
Project_Report,171,F,F171,"Contracted Load","",s,true,false,F171:G171,"","","","","",""
Project_Report,171,H,H171,"Connected Load","",s,true,false,H171:I171,"","","","","",""
Project_Report,171,J,J171,"Further requirement","",s,true,false,J171:K171,"","","","","",""
Project_Report,172,F,F172,"in HP/KW/W","",s,true,false,F172:G172,"","","","","",""
Project_Report,172,H,H172,"in HP/KW/W","",s,true,false,H172:I172,"","","","","",""
Project_Report,172,J,J172,"in HP/KW/W","",s,true,false,J172:K172,"","","","","",""
Project_Report,173,B,B173,"Power","",s,true,false,B173:E173,"","","","","",""
Project_Report,175,B,B175,"Water","",s,true,false,B175:E175,"","","","","",""
Project_Report,177,B,B177,"Fuel","",s,true,false,B177:E177,"","","","","",""
Project_Report,179,B,B179,"Others (Specify)","",s,true,false,B179:E179,"","","","","",""
Project_Report,187,A,A187,"9.12","",n,true,false,,"","","","","",""
Project_Report,187,B,B187,"Environment Aspect of the Project    :","",s,true,false,B187:E187,"","","","","",""
Project_Report,198,A,A198,"9.13","",n,true,false,,"","","","","",""
Project_Report,198,B,B198,"Requirement of Manpower for the Project        :","",s,true,false,B198:F198,"","","","","",""
Project_Report,199,B,B199,"Particulars of Manpower","",s,true,false,B199:E199,"","","","","",""
Project_Report,199,F,F199,"Total Requirement","",s,true,false,F199:G199,"","","","","",""
Project_Report,199,H,H199,"Salary/Wages per month","",s,true,false,H199:I199,"","","","","",""
Project_Report,199,J,J199,"Cost per Annum","",s,true,false,J199:K199,"","","","","",""
Project_Report,200,B,B200,"Labor","B57",s,false,false,B200:E200,"","","","","",""
Project_Report,200,F,F200,"0","I57",n,false,false,F200:G200,"","","","","",""
Project_Report,200,H,H200,"0.00","DPR_print!F215",n,false,false,H200:I200,"","","","","",""
Project_Report,200,J,J200,"0.00","F200*H200*12",n,false,false,J200:K200,"","","","","",""
Project_Report,201,B,B201,"0","B58",n,false,false,B201:E201,"","","","","",""
Project_Report,201,F,F201,"0","I58",n,false,false,F201:G201,"","","","","",""
Project_Report,201,H,H201,"0.00","DPR_print!F216",n,false,false,H201:I201,"","","","","",""
Project_Report,201,J,J201,"0.00","F201*H201*12",n,false,false,J201:K201,"","","","","",""
Project_Report,202,B,B202,"0","B59",n,false,false,B202:E202,"","","","","",""
Project_Report,202,F,F202,"0","I59",n,false,false,F202:G202,"","","","","",""
Project_Report,202,H,H202,"0.00","DPR_print!F217",n,false,false,H202:I202,"","","","","",""
Project_Report,202,J,J202,"0.00","F202*H202*12",n,false,false,J202:K202,"","","","","",""
Project_Report,203,B,B203,"0","B60",n,false,false,B203:E203,"","","","","",""
Project_Report,203,F,F203,"0","I60",n,false,false,F203:G203,"","","","","",""
Project_Report,203,H,H203,"0.00","DPR_print!F218",n,false,false,H203:I203,"","","","","",""
Project_Report,203,J,J203,"0.00","F203*H203*12",n,false,false,J203:K203,"","","","","",""
Project_Report,204,B,B204,"0","B61",n,false,false,B204:E204,"","","","","",""
Project_Report,204,F,F204,"0","I61",n,false,false,F204:G204,"","","","","",""
Project_Report,204,H,H204,"0.00","DPR_print!F219",n,false,false,H204:I204,"","","","","",""
Project_Report,204,J,J204,"0.00","F204*H204*12",n,false,false,J204:K204,"","","","","",""
Project_Report,205,B,B205,"0","B62",n,false,false,B205:E205,"","","","","",""
Project_Report,205,F,F205,"0","I62",n,false,false,F205:G205,"","","","","",""
Project_Report,205,H,H205,"0.00","DPR_print!F220",n,false,false,H205:I205,"","","","","",""
Project_Report,205,J,J205,"0.00","F205*H205*12",n,false,false,J205:K205,"","","","","",""
Project_Report,206,B,B206,"0","B63",n,false,false,B206:E206,"","","","","",""
Project_Report,206,F,F206,"0","I63",n,false,false,F206:G206,"","","","","",""
Project_Report,206,H,H206,"0.00","DPR_print!F221",n,false,false,H206:I206,"","","","","",""
Project_Report,206,J,J206,"0.00","F206*H206*12",n,false,false,J206:K206,"","","","","",""
Project_Report,207,B,B207,"0","B64",n,false,false,B207:E207,"","","","","",""
Project_Report,207,F,F207,"0","I64",n,false,false,F207:G207,"","","","","",""
Project_Report,207,H,H207,"0.00","DPR_print!F232",n,false,false,H207:I207,"","","","","",""
Project_Report,207,J,J207,"0.00","F207*H207*12",n,false,false,J207:K207,"","","","","",""
Project_Report,208,B,B208,"0","B65",n,false,false,B208:E208,"","","","","",""
Project_Report,208,F,F208,"0","I65",n,false,false,F208:G208,"","","","","",""
Project_Report,208,H,H208,"0.00","DPR_print!F233",n,false,false,H208:I208,"","","","","",""
Project_Report,208,J,J208,"0.00","F208*H208*12",n,false,false,J208:K208,"","","","","",""
Project_Report,209,B,B209,"0","B66",n,false,false,B209:E209,"","","","","",""
Project_Report,209,F,F209,"0","I66",n,false,false,F209:G209,"","","","","",""
Project_Report,209,H,H209,"0.00","DPR_print!F234",n,false,false,H209:I209,"","","","","",""
Project_Report,209,J,J209,"0.00","F209*H209*12",n,false,false,J209:K209,"","","","","",""
Project_Report,210,B,B210,"0","B67",n,false,false,B210:E210,"","","","","",""
Project_Report,210,F,F210,"0","I67",n,false,false,F210:G210,"","","","","",""
Project_Report,210,H,H210,"0.00","DPR_print!F235",n,false,false,H210:I210,"","","","","",""
Project_Report,210,J,J210,"0.00","F210*H210*12",n,false,false,J210:K210,"","","","","",""
Project_Report,211,B,B211,"0","B68",n,false,false,B211:E211,"","","","","",""
Project_Report,211,F,F211,"0","I68",n,false,false,F211:G211,"","","","","",""
Project_Report,211,H,H211,"0.00","DPR_print!F236",n,false,false,H211:I211,"","","","","",""
Project_Report,211,J,J211,"0.00","F211*H211*12",n,false,false,J211:K211,"","","","","",""
Project_Report,212,B,B212,"Total","B69",s,false,false,B212:E212,"","","","","",""
Project_Report,212,F,F212,"0","I69",n,false,false,F212:G212,"","","","","",""
Project_Report,212,J,J212,"0.00","SUM(J200:J211)",n,false,false,J212:K212,"","","","","",""
Project_Report,215,A,A215,"9.14","",n,true,false,,"","","","","",""
Project_Report,215,B,B215,"Schedule of Implementation               :","",s,true,false,B215:E215,"","","","","",""
Project_Report,215,F,F215,"B A R    C H A R T","",s,true,false,F215:K215,"","","","","",""
Project_Report,216,B,B216,"Activities","",s,true,false,B216:E216,"","","","","",""
Project_Report,216,F,F216,"Date of Commencement","",s,true,false,F216:H216,"","","","","",""
Project_Report,216,I,I216,"Expected Date of Completion","",s,true,false,I216:K216,"","","","","",""
Project_Report,217,B,B217,"a.  Acquisition of Land","",s,true,false,B217:E217,"","","","","",""
Project_Report,218,B,B218,"b.  Development of Land","",s,true,false,B218:E218,"","","","","",""
Project_Report,219,B,B219,"c.  Civil Works for Factory / Building","",s,true,false,B219:E219,"","","","","",""
Project_Report,220,B,B220,"     Machinery / Foundation etc..","",s,true,false,B220:E220,"","","","","",""
Project_Report,221,B,B221,"d.  Plant & Machinery","",s,true,false,B221:E221,"","","","","",""
Project_Report,222,B,B222,"     Imported","",s,true,false,B222:E222,"","","","","",""
Project_Report,223,B,B223,"     Indigenous","",s,true,false,B223:E223,"","","","","",""
Project_Report,224,B,B224,"e.  Arrangement for power","",s,true,false,B224:E224,"","","","","",""
Project_Report,225,B,B225,"f.   Arrangement for water","",s,true,false,B225:E225,"","","","","",""
Project_Report,226,B,B226,"g.  Errection of equipment","",s,true,false,B226:E226,"","","","","",""
Project_Report,227,B,B227,"h.  Commissioning","",s,true,false,B227:E227,"","","","","",""
Project_Report,228,B,B228,"I.    Procurement of Raw materials/Chemicals","",s,true,false,B228:E228,"","","","","",""
Project_Report,229,B,B229,"j.   Trail Runs","",s,true,false,B229:E229,"","","","","",""
Project_Report,230,B,B230,"k.  Commercial Production","",s,true,false,B230:E230,"","","","","",""
Project_Report,233,A,A233,"10","",n,true,false,,"","","","","",""
Project_Report,233,B,B233,"Cost of Project                                     :","",s,true,false,B233:E233,"","","","","",""
Project_Report,234,J,J234,"(Rs. in '000)","",s,true,false,J234:K234,"","","","","",""
Project_Report,235,B,B235,"Sr.No.","",s,true,false,,"","","","","",""
Project_Report,235,C,C235,"Particulars","",s,true,false,C235:E235,"","","","","",""
Project_Report,235,F,F235,"Already Incurred","",s,true,false,F235:G235,"","","","","",""
Project_Report,235,H,H235,"To be Incurred","",s,true,false,H235:I235,"","","","","",""
Project_Report,235,J,J235,"Total Cost","",s,true,false,J235:K235,"","","","","",""
Project_Report,236,B,B236,"A","",s,true,false,,"","","","","",""
Project_Report,236,C,C236,"Land including Development","",s,true,false,C236:E236,"","","","","",""
Project_Report,236,H,H236,"0.00","",n,true,false,H236:I236,"","","","","",""
Project_Report,236,J,J236,"0.00","F236+H236",n,false,false,J236:K236,"","","","","",""
Project_Report,239,B,B239,"B","",s,true,false,,"","","","","",""
Project_Report,239,C,C239,"Building & Other Civil Works","",s,true,false,C239:E239,"","","","","",""
Project_Report,239,H,H239,"0.00","DPR_print!H93",n,false,false,H239:I239,"","","","","",""
Project_Report,239,J,J239,"0.00","F239+H239",n,false,false,J239:K239,"","","","","",""
Project_Report,242,B,B242,"C","",s,true,false,,"","","","","",""
Project_Report,242,C,C242,"Plant and Machinery","",s,true,false,C242:E242,"","","","","",""
Project_Report,243,C,C243,"1.  Indigenous","",s,true,false,C243:E243,"","","","","",""
Project_Report,243,H,H243,"0.00","DPR_print!H108",n,false,false,H243:I243,"","","","","",""
Project_Report,243,J,J243,"0.00","F243+H243",n,false,false,J243:K243,"","","","","",""
Project_Report,244,C,C244,"2.  Imported","",s,true,false,C244:E244,"","","","","",""
Project_Report,244,J,J244,"0.00","F244+H244",n,false,false,J244:K244,"","","","","",""
Project_Report,247,B,B247,"D","",s,true,false,,"","","","","",""
Project_Report,247,C,C247,"Furniture & Fixture","",s,true,false,C247:E247,"","","","","",""
Project_Report,247,H,H247,"0.00","DPR_print!H111",n,false,false,H247:I247,"","","","","",""
Project_Report,247,J,J247,"0.00","F247+H247",n,false,false,J247:K247,"","","","","",""
Project_Report,250,B,B250,"E","",s,true,false,,"","","","","",""
Project_Report,250,C,C250,"Testing equipment","",s,true,false,C250:E250,"","","","","",""
Project_Report,250,J,J250,"0.00","F250+H250",n,false,false,J250:K250,"","","","","",""
Project_Report,253,B,B253,"F","",s,true,false,,"","","","","",""
Project_Report,253,C,C253,"Miscellaneous Fixed Assets","",s,true,false,C253:E253,"","","","","",""
Project_Report,253,J,J253,"0.00","F253+H253",n,false,false,J253:K253,"","","","","",""
Project_Report,256,B,B256,"G","",s,true,false,,"","","","","",""
Project_Report,256,C,C256,"Errection & Installation Charges","",s,true,false,C256:E256,"","","","","",""
Project_Report,256,J,J256,"0.00","F256+H256",n,false,false,J256:K256,"","","","","",""
Project_Report,259,B,B259,"H","",s,true,false,,"","","","","",""
Project_Report,259,C,C259,"Contingency","",s,true,false,C259:E259,"","","","","",""
Project_Report,259,H,H259,"0.00","DataSheet!H74:I74",n,false,false,H259:I259,"","","","","",""
Project_Report,259,J,J259,"0.00","F259+H259",n,false,false,J259:K259,"","","","","",""
Project_Report,262,B,B262,"I","",s,true,false,,"","","","","",""
Project_Report,262,C,C262,"Preliminary & Pre-Op. Cost","",s,true,false,C262:E262,"","","","","",""
Project_Report,262,H,H262,"0.00","DPR_print!H109",n,false,false,H262:I262,"","","","","",""
Project_Report,262,J,J262,"0.00","F262+H262",n,false,false,J262:K262,"","","","","",""
Project_Report,265,B,B265,"J","",s,true,false,,"","","","","",""
Project_Report,265,C,C265,"Provision for","",s,true,false,C265:E265,"","","","","",""
Project_Report,266,C,C266,"1.  Buildings","",s,true,false,C266:E266,"","","","","",""
Project_Report,266,J,J266,"0.00","F266+H266",n,false,false,J266:K266,"","","","","",""
Project_Report,267,C,C267,"2.  Plant & Machinery","",s,true,false,C267:E267,"","","","","",""
Project_Report,267,J,J267,"0.00","F267+H267",n,false,false,J267:K267,"","","","","",""
Project_Report,268,C,C268,"3.  Other Fixed Assets","",s,true,false,C268:E268,"","","","","",""
Project_Report,268,J,J268,"0.00","F268+H268",n,false,false,J268:K268,"","","","","",""
Project_Report,271,B,B271,"K","",s,true,false,,"","","","","",""
Project_Report,271,C,C271,"Working Capital for one ","",s,true,false,C271:E271,"","","","","",""
Project_Report,271,H,H271,"0.00","DPR_print!H117",n,false,false,H271:I271,"","","","","",""
Project_Report,271,J,J271,"0.00","F271+H271",n,false,false,J271:K271,"","","","","",""
Project_Report,272,C,C272,"Operating Cycle","",s,true,false,C272:E272,"","","","","",""
Project_Report,275,B,B275,"L","",s,true,false,,"","","","","",""
Project_Report,275,C,C275,"Total ","",s,true,false,C275:E275,"","","","","",""
Project_Report,275,F,F275,"0.00","F236+F239+F243+F244+F247+F250+F253+F256+F259+F262+F266+F267+F268+F271",n,false,false,F275:G275,"","","","","",""
Project_Report,275,H,H275,"0.00","H236+H239+H243+H244+H247+H250+H253+H256+H259+H262+H266+H267+H268+H271",n,false,false,H275:I275,"","","","","",""
Project_Report,275,J,J275,"0.00","F275+H275",n,false,false,J275:K275,"","","","","",""
Project_Report,280,A,A280,"11","",n,true,false,,"","","","","",""
Project_Report,280,B,B280,"Means of Financing                        :","",s,true,false,B280:E280,"","","","","",""
Project_Report,281,J,J281,"(Rs. in '000)","",s,true,false,J281:K281,"","","","","",""
Project_Report,282,B,B282,"Sr.No.","",s,true,false,,"","","","","",""
Project_Report,282,C,C282,"Particulars","",s,true,false,C282:E282,"","","","","",""
Project_Report,282,F,F282,"Amount already","",s,true,false,F282:G282,"","","","","",""
Project_Report,282,H,H282,"Amount Proposed","",s,true,false,H282:I282,"","","","","",""
Project_Report,282,J,J282,"Total","",s,true,false,J282:K282,"","","","","",""
Project_Report,283,F,F283,"Raised","",s,true,false,F283:G283,"","","","","",""
Project_Report,283,H,H283,"to be Raised","",s,true,false,H283:I283,"","","","","",""
Project_Report,284,B,B284,"A","",s,true,false,,"","","","","",""
Project_Report,284,C,C284,"Equity / Promoters Contribution","",s,true,false,C284:E284,"","","","","",""
Project_Report,284,H,H284,"0.00","DPR_print!H123",n,false,false,H284:I284,"","","","","",""
Project_Report,284,J,J284,"0.00","F284+H284",n,false,false,J284:K284,"","","","","",""
Project_Report,286,B,B286,"B","",s,true,false,,"","","","","",""
Project_Report,286,C,C286,"Reserves","",s,true,false,C286:E286,"","","","","",""
Project_Report,286,J,J286,"0.00","F286+H286",n,false,false,J286:K286,"","","","","",""
Project_Report,288,B,B288,"C","",s,true,false,,"","","","","",""
Project_Report,288,C,C288,"Term Loans","",s,true,false,C288:E288,"","","","","",""
Project_Report,288,H,H288,"0.00","DPR_print!H129",n,false,false,H288:I288,"","","","","",""
Project_Report,288,J,J288,"0.00","F288+H288",n,false,false,J288:K288,"","","","","",""
Project_Report,290,B,B290,"D","",s,true,false,,"","","","","",""
Project_Report,290,C,C290,"Unsecured Loans and Deposits","",s,true,false,C290:E290,"","","","","",""
Project_Report,290,J,J290,"0.00","F290+H290",n,false,false,J290:K290,"","","","","",""
Project_Report,291,C,C291,"(Indicate sources, roi, repayment etc)","",s,true,false,C291:E291,"","","","","",""
Project_Report,294,B,B294,"E","",s,true,false,,"","","","","",""
Project_Report,294,C,C294,"Deferred Payment","",s,true,false,C294:E294,"","","","","",""
Project_Report,294,J,J294,"0.00","F294+H294",n,false,false,J294:K294,"","","","","",""
Project_Report,295,C,C295,"Arrangements including Suppliers credit","",s,true,false,C295:E295,"","","","","",""
Project_Report,297,B,B297,"F","",s,true,false,,"","","","","",""
Project_Report,297,C,C297,"Subsidy","",s,true,false,C297:E297,"","","","","",""
Project_Report,298,C,C298,"Central Government","",s,true,false,C298:E298,"","","","","",""
Project_Report,298,H,H298,"0.00","DPR_print!H131",n,false,false,H298:I298,"","","","","",""
Project_Report,298,J,J298,"0.00","F298+H298",n,false,false,J298:K298,"","","","","",""
Project_Report,299,C,C299,"State Government","",s,true,false,C299:E299,"","","","","",""
Project_Report,299,J,J299,"0.00","F299+H299",n,false,false,J299:K299,"","","","","",""
Project_Report,301,B,B301,"G","",s,true,false,,"","","","","",""
Project_Report,301,C,C301,"Seed Capital","",s,true,false,C301:E301,"","","","","",""
Project_Report,301,J,J301,"0.00","F301+H301",n,false,false,J301:K301,"","","","","",""
Project_Report,303,B,B303,"H","",s,true,false,,"","","","","",""
Project_Report,303,C,C303,"Internal Cash Accruals","",s,true,false,C303:E303,"","","","","",""
Project_Report,303,J,J303,"0.00","F303+H303",n,false,false,J303:K303,"","","","","",""
Project_Report,305,B,B305,"I","",s,true,false,,"","","","","",""
Project_Report,305,C,C305,"Other Sources (Specify)","",s,true,false,C305:E305,"","","","","",""
Project_Report,305,J,J305,"0.00","F305+H305",n,false,false,J305:K305,"","","","","",""
Project_Report,307,B,B307,"J","",s,true,false,,"","","","","",""
Project_Report,307,C,C307,"Total","",s,true,false,C307:E307,"","","","","",""
Project_Report,307,F,F307,"0.00","F284+F286+F288+F290+F294+F298+F299+F301+F303+F305",n,false,false,F307:G307,"","","","","",""
Project_Report,307,H,H307,"0.00","H284+H286+H288+H290+H294+H301+H303+H305",n,false,false,H307:I307,"","","","","",""
Project_Report,307,J,J307,"0.00","J284+J286+J288+J290+J294+J301+J303+J305",n,false,false,J307:K307,"","","","","",""
Project_Report,312,A,A312,"11.1","",n,true,false,,"","","","","",""
Project_Report,312,B,B312,"In case internal accruals are taken as","",s,true,false,B312:E312,"","","","","",""
Project_Report,313,B,B313,"source of finance explain the basis of ","",s,true,false,B313:E313,"","","","","",""
Project_Report,314,B,B314,"estimation of internal accruals            :","",s,true,false,B314:E314,"","","","","",""
Project_Report,317,A,A317,"11.2","",n,true,false,,"","","","","",""
Project_Report,317,B,B317,"Indicate source from which expenditure","",s,true,false,B317:E317,"","","","","",""
Project_Report,318,B,B318,"already incurred has been financed       :","",s,true,false,B318:E318,"","","","","",""
Project_Report,321,A,A321,"11.3","",n,true,false,,"","","","","",""
Project_Report,321,B,B321,"% of Promoters contribution of the     :","",s,true,false,B321:E321,"","","","","",""
Project_Report,322,B,B322,"total cost of project","",s,true,false,B322:E322,"","","","","",""
Project_Report,327,A,A327,"12","",n,true,false,,"","","","","",""
Project_Report,327,B,B327,"Marketing  & Selling Arrangements of the Product          :","",s,true,false,B327:H327,"","","","","",""
Project_Report,340,A,A340,"13","",n,true,false,,"","","","","",""
Project_Report,340,B,B340,"Projected Profitability                          :","",s,true,false,B340:E340,"","","","","",""
Project_Report,340,G,G340,"Projected Profitability Statement given in the","",s,true,false,G340:K340,"","","","","",""
Project_Report,341,G,G341,"Detailed Project Report.","",s,true,false,G341:K341,"","","","","",""
Project_Report,344,A,A344,"14","",n,true,false,,"","","","","",""
Project_Report,344,B,B344,"Projected Cash flow Statement          :","",s,true,false,B344:E344,"","","","","",""
Project_Report,344,G,G344,"Projected Cash flow Statement given in the ","",s,true,false,G344:K344,"","","","","",""
Project_Report,345,G,G345,"Detailed Project Report.","",s,true,false,G345:K345,"","","","","",""
Project_Report,347,B,B347,"% of Cash Sales in Total Sales         :","",s,true,false,B347:E347,"","","","","",""
Project_Report,349,B,B349,"Period in which payment is received","",s,true,false,B349:E349,"","","","","",""
Project_Report,349,H,H349,"Days","",s,true,false,,"","","","","",""
Project_Report,350,B,B350,"in respect of Credit Sales","",s,true,false,B350:E350,"","","","","",""
Project_Report,352,B,B352,"Average Credit Available on Purchase   :","",s,true,false,B352:E352,"","","","","",""
Project_Report,352,H,H352,"Days","",s,true,false,,"","","","","",""
Project_Report,355,A,A355,"15","",n,true,false,,"","","","","",""
Project_Report,355,B,B355,"Working Capital Required for the      :","",s,true,false,B355:E355,"","","","","",""
Project_Report,355,F,F355,"Rs.","",s,true,false,,"","","","","",""
Project_Report,355,G,G355,"0.00","J271",n,false,false,G355:H355,"","","","","",""
Project_Report,356,B,B356,"anticipated turnover","",s,true,false,B356:E356,"","","","","",""
Project_Report,359,A,A359,"16","",n,true,false,,"","","","","",""
Project_Report,359,B,B359,"Repayment Programme                      :","",s,true,false,B359:E359,"","","","","",""
Project_Report,359,F,F359,"Detailed Repayment programme for Term loan and ","",s,true,false,F359:K359,"","","","","",""
Project_Report,360,F,F360,"Working capital loan have been given in the DPR.","",s,true,false,F360:K360,"","","","","",""
Project_Report,363,A,A363,"17","",n,true,false,,"","","","","",""
Project_Report,363,B,B363,"Details of Securities to be Offered    :","",s,true,false,B363:E363,"","","","","",""
Project_Report,365,A,A365,"17.1","",n,true,false,,"","","","","",""
Project_Report,365,B,B365,"Primary ( Furnish details for term loan and   :                                        :","",s,true,false,B365:E365,"","","","","",""
Project_Report,366,B,B366,"working capital loan separately )","",s,true,false,B366:E366,"","","","","",""
Project_Report,374,A,A374,"17.2","",n,true,false,,"","","","","",""
Project_Report,374,B,B374,"Collateral, if any (Details)                    :","",s,true,false,B374:E374,"","","","","",""
Project_Report,378,A,A378,"17.3","",n,true,false,,"","","","","",""
Project_Report,378,B,B378,"Details of Guarantor(s)                        :","",s,true,false,B378:E378,"","","","","",""
Project_Report,379,B,B379,"1.  Name                                               :","",s,true,false,B379:E379,"","","","","",""
Project_Report,380,B,B380,"2.  Residential Address                      :","",s,true,false,B380:E380,"","","","","",""
Project_Report,382,B,B382,"3.  Occupation                                     :","",s,true,false,B382:E382,"","","","","",""
Project_Report,383,B,B383,"4.  Details of movable & immovable ","",s,true,false,B383:E383,"","","","","",""
Project_Report,384,B,B384,"     properties owned by him /her/other","",s,true,false,B384:E384,"","","","","",""
Project_Report,385,B,B385,"    family members","",s,true,false,B385:E385,"","","","","",""
Project_Report,387,B,B387,"5  Details of any other similar guarantees:","",s,true,false,B387:E387,"","","","","",""
Project_Report,388,B,B388,"    if any, given to other institutions","",s,true,false,B388:E388,"","","","","",""
Project_Report,393,A,A393,"18","",n,true,false,,"","","","","",""
Project_Report,393,B,B393,"Government Consents                        :","",s,true,false,B393:E393,"","","","","",""
Project_Report,394,B,B394,"(Give deatails of various licenses / consents required to be obtained from various authorities for the proposed project) ","",s,true,false,B394:K394,"","","","","",""
Project_Report,405,A,A405,"19","",n,true,false,,"","","","","",""
Project_Report,405,B,B405,"DECLARATION","",s,true,false,B405:K405,"","","","","",""
Project_Report,407,B,B407,"               I / We hereby declare that the information given herein before and the statements and other papers enclosed are, to the best of our knowledge and belief, true and correct in all particulars","",s,true,false,B407:K409,"","","","","",""
Project_Report,414,B,B414,"Date    :","",s,true,false,,"","","","","",""
Project_Report,414,C,C414,"0","Application_form!C66",n,false,false,C414:D414,"","","","","",""
Project_Report,414,G,G414,"Signature of the Borrower","",s,true,false,G414:K414,"","","","","",""
Project_Report,415,B,B415,"Place   :","",s,true,false,,"","","","","",""
Project_Report,415,C,C415,"0","Application_form!C65",n,false,false,C415:D415,"","","","","",""
Project_Report,415,G,G415,"Name & Designation (In case of Regd. Inst.)","",s,true,false,G415:K415,"","","","","",""
DPR_FRONT,1,B,B1,"Project Report on","",s,true,false,B1:H1,"","","","","",""
